Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
North Woods,Daniel       Mason,"19,736","ratings3,282","September 19, 2023","A sweeping novel about a single house in the woods of New England, told through the lives of those who inhabit it across the centuries—a daring, moving tale of memory and fate from the Pulitzer Prize finalist and author of The Piano Tuner and The Winter Soldier.When a pair of young lovers abscond from a Puritan colony, little do they know that their humble cabin in the woods will become home to an extraordinary succession of inhabitants . An English soldier, destined for glory, abandons the battlefields of the New World to devote himself to apples. A pair of spinster twins survive war and famine, only to succumb to envy and desire. A crime reporter unearths a mass grave, but finds the ancient trees refuse to give up their secrets. A lovelorn painter, a conman, a stalking panther, a lusty as each one confronts the mysteries of the north woods, they come to realize that the dark, raucous, beautiful past is very much alive.Traversing cycles of history, nature, and even literature, North Woods shows the myriad, magical ways in which we’re connected to our environment and to one another, across time, language and space. Written along with the seasons and divided into the twelve months of the year, it is an unforgettable novel about secrets and fates that asks the timeless how do we live on, even after we’re gone?","320 pages, Kindle Edition",Historical Fiction,988 follower,"3,282 reviews",9,242 (1%),792 (4%),"2,830 (14%)","6,818 (34%)","9,054 (45%)"
The Murder Stone,Charles Todd,"2,911",ratings291,"November 4, 2003","The Great War is still raging in the autumn of 1916, when Francesca Hatton’s beloved grandfather dies on the family estate in England’s isolated Exe Valley. Grieving for the man who raised her, Francesca is stunned to find an unsigned letter among his effects, cursing the Hattons and their descendants. Now a stranger has shown up on her doorstep, accusing her grandfather of being a murderer. Ex-soldier Richard Leighton blames Francis Hatton for the death of his mother, who vanished nearly a quarter of a century earlier. Her body was never found, only a shawl stained with her blood. And Leighton is not the only one with a claim on Francesca’s grandfather. On the day of his funeral, unexpected visitors arrive with the mourners, and Francesca is besieged by charges of Hatton’s vicious dealings. Yet there is also a shy young woman who praises his secret generosity.At the center of the intrigue is an unusual white stone that lies hidden in a secluded garden where Francesca once played with her five male cousins, all of them dead now on the battlefields of France. According to the terms of Hatton’s will, the Murder Stone must be dug up and transported to Scotland, where it is to be buried forever. But before Francesca can begin the journey, a series of ominous “accidents” occur, culminating in the discovery of a bleeding body on the Murder Stone itself.Was Hatton the loving, caring protector his granddaughter always believed him to be? Or a vindictive, secretive man who cultivated dangerous enemies? Francesca sets out in pursuit of the truth—and into the sights of someone determined to exact a revenge long overdue. From the Hardcover edition.","416 pages, Mass Market Paperback",Mystery,"3,259 follower",291 reviews,100,55 (1%),204 (7%),774 (26%),"1,058 (36%)",820 (28%)
With No One as Witness,Elizabeth  George,"14,422",ratings834,"March 1, 2005","The police never suspected a serial killer was at large until they found the third murdered boy, the first white victim, his body draped over a tomb in a London graveyard. Suddenly a series of crimes and a potential public relations disaster have Scotland Yard on the defensive, scrambling to apprehend a maniac while avoiding accusations of racism.Detective Superintendent Thomas Lynley, distracted by concerns for his pregnant wife, has been assigned to the investigation, along with his disgraced partner, Barbara Havers, who's fighting for her professional future. Winston Nkata, deservedly, if hastily, promoted to detective sergeant, is the black face who will speak to the media. But none of them can imagine the tenacity and ingenuity of the killer they seek . . . and no one is prepared for the savage, shocking instant when everything will change forever.","774 pages, Mass Market Paperback",Mystery,"5,025 follower",834 reviews,106,201 (1%),417 (2%),"2,530 (17%)","6,122 (42%)","5,152 (35%)"
Jane Austen: A Life,Carol Shields,"4,330",ratings275,"January 1, 2001","With the same sensitivity and artfulness that are the trademarks of her award-winning novels, Carol Shields explores the life of a writer whose own novels have engaged and delighted readers for the past two hundred years. In Jane Austen , Shields follows this superb and beloved novelist from her early family life in Steventown to her later years in Bath, her broken engagement, and her intense relationship with her sister Cassandra. She reveals both the very private woman and the acclaimed author behind the enduring classics Sense and Sensibility , Pride and Prejudice , and Emma . With its fascinating insights into the writing process from an award–winning novelist, Carol Shields’s magnificent biography of Jane Austen is also a compelling meditation on how great fiction is created.","192 pages, Paperback",Biography,618 follower,275 reviews,78,237 (5%),350 (8%),"1,030 (23%)","1,602 (36%)","1,111 (25%)"
Cheat the Grave,Vicki Pettersson,"3,103",ratings147,"May 10, 2010","Joanna Archer is working hard to put the painful events of her recent past behind, doing her best to embrace mortality after being superhuman.But when she is stalked by a madman, she is forced to dive back into Vegas’ underworld to piece together shocking discoveries about the mother who abandoned her, the lover who betrayed her, and the daughter who will follow in her footsteps. But in order to win back all those things, she must face off against a death-dealer who carries his soul in a blade… one that’s screaming her name.","368 pages, Kindle Edition",Urban Fantasy,"1,298 follower",147 reviews,25,35 (1%),133 (4%),633 (20%),"1,161 (37%)","1,141 (36%)"
My Blood Approves,Amanda Hocking,"29,855","ratings1,840","March 17, 2010","Seventeen-year-old Alice Bonham's life feels out of control after she meets Jack. With his fondness for pink Chuck Taylors and New Wave hits aside, Jack's unlike anyone she's ever met.Then she meets his brother, Peter. His eyes pierce through her, and she can barely breathe when he's around. Even though he can't stand the sight of her, she's drawn to him.But falling for two very different guys isn't even the worst of her problems.Jack and Peter are vampires, and Alice finds herself caught between love and her own blood...","261 pages, Paperback",Vampires,14.9k follower,"1,840 reviews",77,"1,242 (4%)","2,426 (8%)","6,957 (23%)","9,179 (30%)","10,051 (33%)"
Lush Life,Richard Price,"14,338","ratings1,697","March 1, 2008","""Price is the greatest writer of dialogue, living or dead, this country has ever produced. Wry, profane, hilarious, and tragic, sometimes in a single line, Lush Life is his masterwork. I doubt anyone will write a novel this good for a long, long time."" — Dennis Lehane""So, what do you do?"" Whenever people asked him, Eric Cash used to have a dozen answers. Artist, actor, screenwriter… But now he's thirty-five years old and he's still living on the Lower East Side, still in the restaurant business, still serving the people he wanted to be. What does Eric do? He manages. Not like Ike Marcus. Ike was young, good-looking, people liked him. Ask him what he did, he wouldn't say tending bar. He was going places--until two street kids stepped up to him and Eric one night and pulled a gun. At least, that's Eric's version.In Lush Life, Richard Price tears the shiny veneer off the 'new' New York to show us the hidden cracks, the underground networks of control and violence beneath the glamour. Lush Life is an X-ray of the street in the age of no broken windows and ""quality of life"" squads, from a writer whose ""tough, gritty brand of social realism…reads like a movie in prose."" — Michiko Kakutani, The New York Times.","464 pages, Hardcover",Fiction,770 follower,"1,697 reviews",202,385 (2%),999 (6%),"3,844 (26%)","6,021 (41%)","3,089 (21%)"
Without Mercy,Lisa Jackson,"8,226",ratings609,"April 1, 2010","From #1 New York Times bestselling author Lisa Jackson comes a pulse-pounding thriller that goes behind the doors of an exclusive academy with a terrifying secret….Ever since her father was killed in a home invasion, Julia “Jules” Farentino has been plagued by nightmares. Her half-sister, Shaylee, now seventeen, has had her own difficulties, earning a lengthy rap sheet. Still, when Jules learns of her mother’s decision to send Shay to Blue Rock Academy, an elite boarding school in Oregon, Jules is skeptical. A student went missing a few months earlier and there are rumors she may have died during one of the school’s questionable treatments.On impulse, Jules applies for a teaching job at the Academy. Shortly before she arrives, a student is found hanged, another near death. Hysterical, Shay believes it’s murder. Staff members are wary and unwelcoming—all except Cooper Trent, who has his own suspicions, his own secrets, and was once Jules’s lover.Then another girl is found dead. Something sinister is at hand—but Jules may be too late to stop it. Behind the Academy’s idyllic veneer lurks an evil force on a brutal and terrifying mission. And Jules has become the next target of a bloodthirsty killer without limits, without remorse, without mercy…“A juicy creep-a-thon…builds to a suprising cliffhanger ending.” —Publishers Weekly (starred review)“A nail-biting roller-coaster ride.” —Library Journal“The book’s ending will throw most readers for a loop.” —The Free Lance-Star",Audio CD,Mystery,"8,240 follower",609 reviews,461,198 (2%),607 (7%),"1,933 (23%)","2,825 (34%)","2,663 (32%)"
City of Ruin,Mark Charan Newton,585,ratings65,"January 1, 2010","Villiren: a city of sin that is being torn apart from the inside. Hybrid creatures shamble through shadows and barely human gangs fight turf wars for control of the streets.Amidst this chaos, Commander Brynd Lathraea, commander of the Night Guard, must plan the defence of Villiren against a race that has broken through from some other realm and already slaughtered hundreds of thousands of the Empire’s people.When a Night Guard soldier goes missing, Brynd requests help from the recently arrived Inqusitor Jeryd. He discovers this is not the only disapearance the streets of Villiren. It seems that a serial killer of the most horrific kind is on the loose, taking hundreds of people from their own homes. A killer that cannot possibly be human.The entire population of Villiren must unite to face an impossible surge of violent and unnatural enemies or the city will fall. But how can anyone save a city that is already a ruin?","470 pages, Hardcover",Fantasy,252 follower,65 reviews,13,20 (3%),51 (8%),173 (29%),203 (34%),138 (23%)
Spider's Bite,Jennifer Estep,"34,526","ratings2,224","January 4, 2010","My name is Gin, and I kill people.They call me the Spider. I'm the most feared assassin in the South — when I'm not busy at the Pork Pit cooking up the best barbecue in Ashland. As a Stone elemental, I can hear everything from the whispers of the gravel beneath my feet to the vibrations of the soaring Appalachian Mountains above me. My Ice magic also comes in handy for making the occasional knife. But I don't use my powers on the job unless I absolutely have to. Call it professional pride.Now that a ruthless Air elemental has double-crossed me and killed my handler, I'm out for revenge. And I'll exterminate anyone who gets in my way — good or bad. I may look hot, but I'm still one of the bad guys. Which is why I'm in trouble, since irresistibly rugged Detective Donovan Caine has agreed to help me. The last thing this coldhearted killer needs when I'm battling a magic more powerful than my own is a sexy distraction... especially when Donovan wants me dead just as much as the enemy.","395 pages, Mass Market Paperback",Urban Fantasy,11.6k follower,"2,224 reviews",90,967 (2%),"2,227 (6%)","7,721 (22%)","12,745 (36%)","10,866 (31%)"
Leviathans: Multinational Corporations and the New Global History,Alfred D. Chandler Jr.,13,ratings2,"January 17, 2005","Representing a path-breaking effort to look at multinational corporations in the round, this book emphasizes their scope, history and development, cultural and social implications, and governance problems. Starting with a primer on MNCs, eight chapters are devoted to a variety of aspects, including global elites. Their approach makes readers recognize that MNCs are not merely economic entities, but are part of a complex interplay of factors. In turn, studying MNCs will lead to reexamination of the globalization process.","264 pages, Hardcover",Politics,45 follower,2 reviews,29,0 (0%),2 (15%),2 (15%),6 (46%),3 (23%)
Empress of the Seven Hills,Kate Quinn,"7,234",ratings511,"January 1, 2012","From the national bestselling author of ""Daughters of Rome"" and ""Mistress of Rome"" comes a tale of love, power, and intrigue spanning the wilds of the Empire to the seven hills of Rome.Powerful, prosperous, and expanding ever farther into the untamed world, the Roman Empire has reached its zenith under the rule of the beloved Emperor Trajan. But neither Trajan nor his reign can last forever...Brash and headstrong, Vix is a celebrated ex-gladiator returned to Rome to make his fortune. The sinuous, elusive Sabina is a senator's daughter who craves adventure. Sometimes lovers, sometimes enemies, Vix and Sabina are united by their devotion to Trajan. But others are already maneuvering in the shadows. Trajan's ambitious Empress has her own plans for Sabina. And the aristocratic Hadrian-the Empress's ruthless protege and Vix's mortal enemy-has ambitions he confesses to no one, ambitions rooted in a secret prophecy.When Trajan falls, the hardened soldier, the enigmatic empress, the adventurous girl, and the scheming politician will all be caught in a deadly whirlwind of desire and death that may seal their fates, and that of the entire Roman Empire...","486 pages, Paperback",Historical Fiction,27.1k follower,511 reviews,27,47 (<1%),192 (2%),"1,121 (15%)","2,817 (38%)","3,057 (42%)"
Evil Star,Anthony Horowitz,"18,363",ratings612,"December 31, 2006",Matt thought his troubles were over when he closed Raven's Gate . . . but in fact they were just beginning. His fate -- and the fate of the world -- is tied to four other kids across the globe. The second is a street kid in Peru. He and Matt have never met; they don't even speak the same language. But destiny is going to throw them together as the evil threat of the Old Ones grows . . . and another Gate suddenly comes into play. Another masterful thriller from supernaturally suspenseful Anthony Horowitz.,"318 pages, Hardcover",Fantasy,17.2k follower,612 reviews,428,185 (1%),850 (4%),"4,250 (23%)","7,009 (38%)","6,069 (33%)"
Breathe,Sarah Crossan,"17,822","ratings1,877","October 2, 2012","The world has no air. If you want to survive, you pay to breathe. But what if you can't? And what if you think everything could be different? Three teens will leave everything they know behind in Sarah Crossan's gripping and original dystopian teen novel of danger, longing, and glimmering hope. Ever since the Switch, when the oxygen levels plummeted and most of humanity died, the survivors have been protected in glass domes full of manufactured air. Protected . . . or trapped? Or controlled? Alina's a revolutionary who believes we can save the environment. Quinn's a Premium who's never had to worry about having enough air. His best friend, Bea, is an Auxiliary who's never worried about anything but having enough air. When the three cross paths, they will change everything.","373 pages, Hardcover",Dystopia,"1,831 follower","1,877 reviews",22,540 (3%),"1,605 (9%)","5,166 (28%)","6,126 (34%)","4,385 (24%)"
War,Sebastian Junger,"22,623","ratings1,793","January 1, 2010","In his breakout bestseller, The Perfect Storm, Sebastian Junger created ""a wild ride that brilliantly captures the awesome power of the raging sea and the often futile attempts of humans to withstand it"" ( Los Angeles Times Book Review).Now, Junger turns his brilliant and empathetic eye to the reality of combat--the fear, the honor, and the trust among men in an extreme situation whose survival depends on their absolute commitment to one another. His on-the-ground account follows a single platoon through a 15-month tour of duty in the most dangerous outpost in Afghanistan's Korengal Valley. Through the experiences of these young men at war, he shows what it means to fight, to serve, and to face down mortal danger on a daily basis.","304 pages, Hardcover",Nonfiction,"2,492 follower","1,793 reviews",39,199 (<1%),551 (2%),"3,088 (13%)","8,563 (37%)","10,222 (45%)"
The Graves Are Walking: The Great Famine and the Saga of the Irish People,John     Kelly,"1,476",ratings262,"August 21, 2012","It started in 1845 and lasted six years. Before it was over, more than one million men, women, and children starved to death and another million fled the country. Measured in terms of mortality, the Great Irish Potato Famine was one of the worst disasters in the nineteenth century-it claimed twice as many lives as the American Civil War. A perfect storm of bacterial infection, political greed, and religious intolerance sparked this catastrophe. But even more extraordinary than its scope were its political underpinnings, and The Graves Are Walking provides fresh material and analysis on the role that nineteenth-century evangelical Protestantism played in shaping British policies and on Britain's attempt to use the famine to reshape Irish society and character.Perhaps most important, this is ultimately a story of triumph over perceived for fifty million Americans of Irish heritage, the saga of a broken people fleeing crushing starvation and remaking themselves in a new land is an inspiring story of exoneration.Based on extensive research and written with novelistic flair, The Graves Are Walking draws a portrait that is both intimate and panoramic, that captures the drama of individual lives caught up in an unimaginable tragedy, while imparting a new understanding of the famine's causes and consequences.",Audio CD,History,100 follower,262 reviews,6,11 (<1%),82 (5%),352 (23%),643 (43%),388 (26%)
Exquisite,Ella Frank,"12,925","ratings1,094","July 27, 2012","Alternate Cover Edition B008QF051AHer heart was guarded…Tormented by self-imposed guilt, Dr. Lena O’Donnell has spent the last nine years in survival mode. Struggling through days that seem to blend together and battling her way through each horrifying night, she’s determined that this is what she deserves…Until he tore down the walls…Mason Langley’s life is going exactly the way he planned it, until her. A confirmed bachelor and the successful owner of the hottest restaurant to hit Chicago, he never expects to be blindsided by an angry woman in a pair of scrubs. No matter how hard he tries, he can’t seem to shake the doctor, and he finds himself liking the way she makes him feel.Almost over night Lena finds her world turned upside down by Mason and the sexual desire they discover together. Slowly, she lowers her guard and invites him inside but when tragedy strikes she begins to believe that sometimes it’s better to be alone and safe than to love and lose.Librarian's Note: This is an alternate cover for ASIN B008QF051A","475 pages, Kindle Edition",Romance,"8,207 follower","1,094 reviews",80,379 (2%),649 (5%),"2,561 (19%)","4,975 (38%)","4,361 (33%)"
"1001: Video Games You Must Play Before You Die by Mott, Tony (2013) Paperback",Tony Mott,558,ratings49,"September 1, 2010","The ultimate guide to the world's most dynamic entertainment medium, an invaluable volume to both long-time aficionados of gaming and those just discovering its appeal.","960 pages, Paperback",Video Games,68 follower,49 reviews,21,9 (1%),45 (8%),148 (26%),194 (34%),162 (29%)
Dark Witch,Nora Roberts,"65,548","ratings4,980","October 29, 2013","With indifferent parents, Iona Sheehan grew up craving devotion and acceptance. From her maternal grandmother, she learned where to find both: a land of lush forests, dazzling lakes, and centuries-old legends. Ireland. County Mayo, to be exact. Where her ancestors’ blood and magic have flowed through generations—and where her destiny awaits. Iona arrives in Ireland with nothing but her Nan’s directions, an unfailingly optimistic attitude, and an innate talent with horses. Not far from the luxurious castle where she is spending a week, she finds her cousins, Branna and Connor O’Dwyer. And since family is family, they invite her into their home and their lives. When Iona lands a job at the local stables, she meets the owner, Boyle McGrath. Cowboy, pirate, wild tribal horsemen, he’s three of her biggest fantasy weaknesses all in one big, bold package. Iona realizes that here she can make a home for herself—and live her life as she wants, even if that means falling head over heels for Boyle. But nothing is as it seems. An ancient evil has wound its way around Iona’s family tree and must be defeated. Family and friends will fight with each other and for each other to keep the promise of hope—and love—alive…","342 pages, Paperback",Romance,52.5k follower,"4,980 reviews","1,786","1,632 (2%)","4,176 (6%)","14,034 (21%)","20,968 (31%)","24,738 (37%)"
