Title,Authors,Avg Ratings,Rating,first_published,Description,Total_Pages,Genre,author_followers,no_of_reviews,no_book_by_author,one_star_ratings,two_star_ratings,three_star_ratings,four_star_ratings,five_star_ratings
Sleepless in Scotland,Karen Hawkins,"2,939",ratings176,"July 9, 2009","The fourth and fifth exciting novels in New York Times bestselling author Karen Hawkins’s sparkling Scottish Regency series about two beautiful twin sisters who find romance with the sexy MacLean brothers.In Sleepless in Scotland, Catriona Hurst learns that her sister Caitlyn is getting into trouble in her societal debut, and she rushes to London to rescue her bolder, younger twin. Discovering that Caitlyn has planned to force Laird Alexander MacLean into marrying her by stowing away in his coach, Triond sneaks inside MacLean’s coach to dissuade her sister. But Triond gets trapped inside when the coach takes off—and it’s not Alex MacLean who discovers her, but his brother Hugh. Distracted by the heat that burns fiercely between them, he doesn’t realize that he’s gotten the wrong sister until it’s too late...","355 pages, Mass Market Paperback",Historical Romance,"2,778 follower",176 reviews,56,30 (1%),113 (3%),666 (22%),"1,088 (37%)","1,042 (35%)"
Kushiel's Scion,Jacqueline Carey,"21,731",ratings706,"June 12, 2006","Imriel de la Courcel's blood parents are history's most reviled traitors, but his adoptive parents, the Comtesse Phèdre and the warrior-priest Joscelin, are Terre d'Ange's greatest champions.Stolen, tortured, and enslaved as a young boy, Imriel is now a Prince of the Blood, third in line for the throne in a land that revels in art, beauty, and desire. It is a court steeped in deeply laid conspiracies ... and there are many who would see the young prince dead. Some despise him out of hatred for his birth mother Melisande, who nearly destroyed the realm in her quest for power. Others because they fear he has inherited his mother's irresistible allure - and her dangerous gifts. And as he comes of age, plagued by dark yearnings, Imriel shares their fears.At the royal court, where gossip is the chosen poison and assailants wield slander instead of swords, the young prince fights character assassins while struggling with his own innermost conflicts. But when Imriel departs to study at the famed University of Tiberium, the perils he faces turn infinitely more deadly. Searching for wisdom, he finds instead a web of manipulation, where innocent words hide sinister meanings, and your lover of last night may become your hired killer before dawn. Now a simple act of friendship will leave Imriel trapped in a besieged city where the infamous Melisande is worshiped as a goddess; where a dead man leads an army; and where the prince must face his greatest test: to find his true self.","944 pages, Mass Market Paperback",Fantasy,"8,122 follower",706 reviews,73,145 (<1%),640 (2%),"3,414 (15%)","7,701 (35%)","9,831 (45%)"
Talking to Strangers: What We Should Know About the People We Don’t Know,Malcolm Gladwell,"289,368","ratings23,375","September 10, 2019","Librarian note: Older cover of B07WNKJGNB.The highly anticipated new book from Malcolm Gladwell, No.1 international bestselling author of The Tipping Point, Blink, Outliers, What the Dog Saw and David and Goliath In July 2015, a young black woman named Sandra Bland was pulled over for a minor traffic violation in rural Texas. Minutes later she was arrested and jailed. Three days later, she committed suicide in her cell. What went wrong? Talking to Strangers is all about what happens when we encounter people we don't know, why it often goes awry, and what it says about us.How do we make sense of the unfamiliar? Why are we so bad at judging someone, reading a face, or detecting a lie? Why do we so often fail to 'get' other people?Through a series of puzzles, encounters and misunderstandings, from little-known stories to infamous legal cases, Gladwell takes us on a journey through the unexpected. You will read about the spy who spent years undetected at the highest levels of the Pentagon, the man who saw through the fraudster Bernie Madoff, the suicide of the poet Sylvia Plath and the false conviction of Amanda Knox. You will discover that strangers are never simple.No one shows us who we are like Malcolm Gladwell. Here he sets out to understand why we act the way we do, and how we all might know a little more about those we don't.","9 pages, Audible Audio",Nonfiction,35.5k follower,"23,375 reviews",135,"6,618 (2%)","13,797 (4%)","53,335 (18%)","109,341 (37%)","106,277 (36%)"
The Tree House,Kathleen Jamie,162,ratings17,"October 2, 2004",Tree House,"49 pages, Paperback",Poetry,282 follower,17 reviews,64,2 (1%),9 (5%),33 (20%),71 (43%),47 (29%)
Crusade,Taylor Anderson,"4,216",ratings164,"October 7, 2008","The ""gripping and riveting"" Destroyermen saga continues.Lieutenant Commander Matthew Reddy, along with the men and women of the USS Walker, have chosen sides in a war not of their making. Swept from the World War II Pacific into an alternate world, they have allied with the Lemurians?a mammalian race threatened by the warlike reptilian Grik. The Lemurians are vastly outnumbered and ignorant of warfare, and even the guns and technology of Walker cannot turn the tide of battle. Luckily they are not alone?Reddy finally finds Mahan, the other destroyer that passed through the rift. Together, the two American ships will teach the Lemurians to make a stand. Or so they think. For the massive Japanese battleship Amagi, the very ship that Walker was fleeing from when the rift took them, has followed them through. And now the Amagi is in the hands of the Grik.","400 pages, Hardcover",Science Fiction,695 follower,164 reviews,58,13 (<1%),87 (2%),687 (16%),"1,882 (44%)","1,547 (36%)"
How to Be Lost,Amanda Eyre Ward,"7,187",ratings792,"January 1, 2004","Listening Length = 7 hours and 38 minutes""Invites comparison to The Lovely Bones . . . Ward's depiction of family, with its attendant love and guilt, will keep you turning pages.""--PeopleJoseph and Isabelle Winters seem to have it all: a grand home in Holt, New York, a trio of radiant daughters, and a sense that they are safe in their affluent corner of America. But when five-year-old Ellie disappears, the fault lines within the family are exposed: Joseph, once a successful businessman, succumbs to his demons; Isabelle retreats into memories of her debutante days in Savannah; and Ellie's bereft sisters grow apart--Madeline reluctantly stays home, while Caroline runs away.Fifteen years later, Caroline, now a New Orleans cocktail waitress, sees a photograph of a woman in a magazine. Convinced that it is Ellie all grown up, Caroline embarks on a search for her missing sister. Armed with copies of the photo, an amateur detective guide, and a cooler of Dixie beer, Caroline travels through the New Mexico desert, the mountains of Colorado, and the smoky underworld of Montana, determined to salvage her broken family.","290 pages, Paperback",Fiction,"1,271 follower",792 reviews,20,116 (1%),718 (9%),"2,561 (35%)","2,664 (37%)","1,128 (15%)"
"Fluke: Or, I Know Why the Winged Whale Sings",Christopher Moore,"40,779","ratings2,335","June 3, 2003","“Readers new to the work of Christopher Moore will want to know two things immediately. Where has this guy been hiding? ( In plain sight, since he has a cult following.)…[H]e writes laid back fables straight out of Margaritaville, on the cusp of humor and science fiction.”―Janet Maslin, New York Times Whale researcher Nathan Quinn has a problem. It’s not a new problem; in fact, it’s been around for nearly 20 million years. And Nate’s spent most of his adult life working to solve it. You see, although everybody (well, almost everybody) knows that humpback whales sing (outside of human composition, the most complex songs on the planet) no one knows why. Nate, a Ph.D. in behavior biology, intends to discover the answer to this burning question―and soon. Every winter he and Clay Demolocus, his partner in the Maui Whale Research Foundation, ply the warm waters between the islands of Maui and Lanai, recording the eerily beautiful songs of the humpbacks and returning to their lab for electronic analysis. The trouble is, Nate’s beginning to wonder if he hasn’t spent just a little too much time in the sun. Either that, or he’s losing his mind. Because today, as he was shooting an I.D. photo of a humpback tail fluke, Nate could’ve sworn he saw the words “Bite Me” scrawled across the whale’s tail. . .","317 pages, Hardcover",Fiction,90.4k follower,"2,335 reviews",94,720 (1%),"3,013 (7%)","11,768 (28%)","15,134 (37%)","10,144 (24%)"
Planetfall,Emma Newman,"11,855","ratings1,759","November 3, 2015","From the award-nominated author Emma Newman, comes a novel of how one secret withheld to protect humanity’s future might be its undoing…Renata Ghali believed in Lee Suh-Mi’s vision of a world far beyond Earth, calling to humanity. A planet promising to reveal the truth about our place in the cosmos, untainted by overpopulation, pollution, and war. Ren believed in that vision enough to give up everything to follow Suh-Mi into the unknown. More than twenty-two years have passed since Ren and the rest of the faithful braved the starry abyss and established a colony at the base of an enigmatic alien structure where Suh-Mi has since resided, alone. All that time, Ren has worked hard as the colony's 3-D printer engineer, creating the tools necessary for human survival in an alien environment, and harboring a devastating secret.Ren continues to perpetuate the lie forming the foundation of the colony for the good of her fellow colonists, despite the personal cost. Then a stranger appears, far too young to have been part of the first planetfall, a man who bears a remarkable resemblance to Suh-Mi. The truth Ren has concealed since planetfall can no longer be hidden. And its revelation might tear the colony apart…","328 pages, Kindle Edition",Science Fiction,"1,706 follower","1,759 reviews",77,296 (2%),935 (7%),"3,196 (26%)","4,783 (40%)","2,645 (22%)"
Burn,Patrick Ness,"9,377","ratings1,892","June 2, 2020","On a cold Sunday evening in early 1957, Sarah Dewhurst waited with her father in the parking lot of the Chevron gas station for the dragon he’d hired to help on the farm…Sarah Dewhurst and her father, outcasts in their little town of Frome, Washington, are forced to hire a dragon to work their farm, something only the poorest of the poor ever have to resort to.The dragon, Kazimir, has more to him than meets the eye, though. Sarah can’t help but be curious about him, an animal who supposedly doesn’t have a soul, but who is seemingly intent on keeping her safe.Because the dragon knows something she doesn’t. He has arrived at the farm with a prophecy on his mind. A prophecy that involves a deadly assassin, a cult of dragon worshippers, two FBI agents in hot pursuit—and somehow, Sarah Dewhurst herself.","371 pages, Hardcover",Fantasy,18.3k follower,"1,892 reviews",42,158 (1%),626 (6%),"2,611 (27%)","4,000 (42%)","1,982 (21%)"
Black Cloud Rising,David Wright Faladé,"1,053",ratings194,"February 8, 2022","Already excerpted in the New Yorker , Black Cloud Rising is a compelling and important historical novel that takes us back to an extraordinary moment when enslaved men and women were shedding their bonds and embracing freedom By fall of 1863, Union forces had taken control of Tidewater Virginia, and established a toehold in eastern North Carolina, including along the Outer Banks. Thousands of freed slaves and runaways flooded the Union lines, but Confederate irregulars still roamed the region. In December, the newly formed African Brigade, a unit of these former slaves led by General Edward Augustus Wild—a one-armed, impassioned Abolitionist—set out from Portsmouth to hunt down the rebel guerillas and extinguish the threat.From this little-known historical episode comes Black Cloud Rising , a dramatic, moving account of these soldiers—men who only weeks earlier had been enslaved, but were now Union infantrymen setting out to fight their former owners. At the heart of the narrative is Sergeant Richard Etheridge, the son of a slave and her master, raised with some privileges but constantly reminded of his place. Deeply conflicted about his past, Richard is eager to show himself to be a credit to his race. As the African Brigade conducts raids through the areas occupied by the Confederate Partisan Rangers, he and his comrades recognize that they are fighting for more than territory. Wild’s mission is to prove that his troops can be trusted as soldiers in combat. And because many of the men have fled from the very plantations in their path, each raid is also an opportunity to free loved ones left behind. For Richard, this means the possibility of reuniting with Fanny, the woman he hopes to marry one day.With powerful depictions of the bonds formed between fighting men and heartrending scenes of sacrifice and courage, Black Cloud Rising offers a compelling and nuanced portrait of enslaved men and women crossing the threshold to freedom.","293 pages, Kindle Edition",Historical Fiction,1 book59 follower,194 reviews,1,10 (<1%),73 (6%),294 (27%),435 (41%),241 (22%)
The Real Minerva,Mary Sharratt,651,ratings84,"January 1, 2004","Minerva, Minnesota, in 1923 is the picture of Willa Cather-like the Northern Pacific Railway runs through a town center dominated by church steeples and the Hamilton Creamery and Pop Factory. But Minerva is also a small town of limited opportunity, a place where the status quo is firmly entrenched and rigidly enforced. Against this tableau of midwestern placidity and calm, three Minerva women assert their dignity and independence against all odds.The troubled relationship between young Penny and her mother, Barbara, is getting worse. Disturbed by her mother's affair with the man they clean house for, Penny answers an ad to work for Cora Egan, a Chicago society woman who has fled a bad marriage and intends to raise her child alone on her grandfather's farm. Cora's situation shocks the town, but over time her presence opens a door in Penny's and Barbara's lives. Through these women, Mary Sharratt considers what it takes to reinvent the self, to claim one's true identity.Mary Sharratt's first novel, Summit Avenue, was hailed as a ""remarkablel debut . . . [that] weaves dark, evocative fairy tales and passionate longings into an incandescent coming-of-age story"" (Publishers Weekly, starred review). Readers interested in feminine archetypes and women in myth will be similarly drawn to Sharratt's newest novel. Exquisite historical detail and emotional resonance infuseThe Real Minerva,an old-fashioned story with a modern spirit.","259 pages, Paperback",Historical Fiction,472 follower,84 reviews,13,7 (1%),8 (1%),126 (19%),312 (47%),198 (30%)
Knees Up Mother Earth,Robert Rankin,842,ratings35,"January 1, 2004","Developers are planning to destroy Brentford's beloved football grounds. Something must be done, and the lads of The Flying Swan, Brentford’s celebrated drinking house, take up the challenge. Norman has recently discovered a Victorian computer that holds the secrets of the super-technology of a bygone age, and Archroy, Brentford’s lone explorer, has just returned from his seventh voyage, bringing with him the fabled Golden Fleece. Surely, with these stalwarts working for the cause, the field is as good as saved. But this is Brentford, and the ancient forces of evil—Old Testament horrors, beasties from the bottomless pit, that sort of evil—are stirring.","384 pages, Hardcover",Fantasy,828 follower,35 reviews,84,13 (1%),32 (3%),203 (24%),368 (43%),226 (26%)
"Detransition, Baby",Torrey Peters,"76,233","ratings9,421","January 12, 2021","A whipsmart debut about three very different women--transgender and cisgender--whose lives collide after an unexpected pregnancy forces them to confront their deepest desires around gender, motherhood, and sex
Reese almost had it all: a loving relationship with Amy, an apartment in New York City, a job she didn't hate. She had scraped together what previous generations of trans women could only dream of: a life of mundane, bourgeois comforts. The only thing missing was a child. But then her girlfriend, Amy, detransitioned and became Ames, and everything fell apart. Now Reese is caught in a self-destructive pattern: avoiding her loneliness by sleeping with married men. Ames isn't happy either. He thought detransitioning to live as a man would make life easier, but that decision cost him his relationship with Reese--and losing her meant losing his only family. Even though their romance is over, he longs to find a way back to her. When Ames's boss and lover, Katrina, reveals that she's pregnant with his baby--and that she's not sure whether she wants to keep it--Ames wonders if this is the chance he's been waiting for. Could the three of them form some kind of unconventional family--and raise the baby together? This provocative debut is about what happens at the emotional, messy, vulnerable corners of womanhood that platitudes and good intentions can't reach. Torrey Peters brilliantly and fearlessly navigates the most dangerous taboos around gender, sex, and relationships, gifting us a thrillingly original, witty, and deeply moving novel.","352 pages, Kindle Edition",Fiction,"1,333 follower","9,421 reviews",9,985 (1%),"3,685 (4%)","15,738 (20%)","33,484 (43%)","22,341 (29%)"
Marguerite's Fountain,Rachel Elliot,28,ratings2,"January 1, 2007","Marguerite is sparkling and beautiful as she dances around her fountain, but Benjamin is too shy to dance with her. Only when Randolph the Villain gets in the way does Benjamin realise how brave he really can be.","32 pages, Paperback",Picture Books,7 follower,2 reviews,201,1 (3%),1 (3%),9 (32%),12 (42%),5 (17%)
Did Ye Hear Mammy Died?,Séamas O'Reilly,"6,423",ratings772,"July 22, 2021","A heart-warming and hilarious family memoir of growing up as one of eleven children raised by a single dad in Northern Ireland at the end of the TroublesAfter the untimely death of his mother, five-year-old Séamas O'Reilly and his ten siblings were left to the care of their loving but understandably beleaguered father. In this thoroughly delightful memoir, we follow O'Reilly and the rest of his rowdy clan as they learn to cook, clean, do the laundry, and struggle (often hilariously) to keep the household running smoothly and turn into adults in the absence of the woman who had held them together. Along the way, we see O'Reilly through various adventures: There's the time the family's windows were blown out by an IRA bomb; the time a priest blessed their thirteen-seater caravan before they took off for a holiday on which they narrowly escaped death; the time O'Reilly worked as a guide in a leprechaun museum during the recession; and of course, the time he inadvertently found himself on ketamine while serving drinks to the president of Ireland. Through it all, the lovable, ginger-haired O'Reilly regales us with his combination of wit, absurdity, and tenderness, creating a charming and unforgettable portrait of an oddly gigantic family's search for some semblance of normalcy.","214 pages, Kindle Edition",Memoir,1 book106 follower,772 reviews,1,43 (<1%),206 (3%),"1,107 (17%)","2,563 (39%)","2,504 (38%)"
The Amphora Project,William Kotzwinkle,112,ratings16,"January 1, 2005","An enemy has come out of its deep dimensional cave. Infinitely older than humanity, it has crossed the barriers of our universe, and moves invisibly among us. It cares for nothing we might offer. It is beyond our science and religion. It has never enjoyed a sunrise, never tasted love. Because it isn't born of matter as we know it, it's a predator beyond our grasp.Our hope? Jockey Oldcastle, a fat, corrupt old star fighter with a chest full of medals purchased at an interplanetary pawnshop. But his navigator is Lizardo, from a race of highly intelligent reptiles, so hope is not entirely lost. Also in their ship is a shy, peace-loving entomologist who converses with butterflies and builds mechanical bees. This unlikely trio will grapple with the cosmic predator, assisted by a beautiful alien girl with vestigial wings and a birdlike voice that causes hallucinations. She's adored by a little robot named Upquark, who doubles as a suitcase and longs to experience romance.Along the way, they will explore the wonders of the Junk Moon, where old robots go to die, but not quietly. A gigantic rolling wheel of defective robots careens around the Junk Moon, crushing everything in its path. But the Junk Moon holds a secret at its core, and the old star fighter and his crew are there to crack it. Pursuing them is the Intelligence Agency, who are convinced they're guilty of crimes against society. Heading the Agency is a Vapor - a woman without a past, operating clandestinely, ruthlessly, and determined to brain-clean the old star fighter, turning him into a mindless shuffling cretin.Escape is required, to Alien City, marketplace of the planetary systems. Here traders from everywhere arrive, a writhing inhuman sea of creatures astonishing in their makeup and bizarre in their outlook. From their midst comes the Gamester, master of every known game in the universe and a formidable addition to the old star fighter's party. But whole cities are crystallizing, their inhabitants frozen in the streets, in their offices, and in restaurants. For this is how the extradimensional enemy kills, turning the human race into silent, staring statues highly polished and very dead.The Amphora Project is a ride through the future of the universe, featuring a fantastical cast of alien beings, quasi-human robots, intergalactic mercenaries, and two-thousand-year-old philosophers who have discovered the secret of eternal life. The Amphora Project combines elements of science fiction and fantasy and transcends the boundaries of both.","335 pages, Hardcover",Science Fiction,238 follower,16 reviews,93,11 (9%),25 (22%),40 (35%),25 (22%),11 (9%)
